artist,album,song,date
Prefuse 73,Vocal Studies & Uprock Narratives,Radio Attack,01 Jan 1970 0:00
MF DOOM,Special Herbs 7 & 8,Camphor,01 Jan 1970 0:00
Sizzla,Praise Ye Jah,Praise Ye Jah,01 Jan 1970 0:00
Sizzla,Praise Ye Jah,Dem A Wonder,01 Jan 1970 0:00
Flying Lotus,Reset EP,Tea Leaf Dancers,01 Jan 1970 0:00
The KickDrums,Just A Game,Impatient (Slow Down),01 Jan 1970 0:00
Emay Karen and the Kids,Emay Karen and the Kids,Worried Shoes,01 Jan 1970 0:00
MF DOOM,Special Herbs 9 & 0,Burdock Root,01 Jan 1970 0:00
14KT,The Golden Hour,NNE Mode,01 Jan 1970 0:00
The Walkmen,You & Me,Dónde Está la Playa,01 Jan 1970 0:00
Chase & Status,More Than Alot,eastern jam,01 Jan 1970 0:00
David Banner,,Slow Down,01 Jan 1970 0:00
Annuals,Be He Me,Brother,01 Jan 1970 0:00
Exile,Radio,Love Line,01 Jan 1970 0:00
Maxwell,black summer's night,Love You,01 Jan 1970 0:00
Yabby You,Jesus Dread 1972-1977,Death Trap,01 Jan 1970 0:00
Future Islands,Post Office Wave Chapel EP,Little Dreamer (Jones Remix) [ft. Victoria Legrand],01 Jan 1970 0:00
MF DOOM,Special Herbs 7 & 8,High John,01 Jan 1970 0:00
DJ /rupture,Uproot,Gave You All My Love (Matt Shadetek´s I Gave You All My Dub,01 Jan 1970 0:00
Radiohead,OK Computer,No Surprises,01 Jan 1970 0:00
Gucci Mane,Diplo Presents: Free Gucci (Best of The Cold War Mixtapes),Kingdom Hearts Pt. 2 (Hi-Def Remix),01 Jan 1970 0:00
Mikey Dread,Evolutionary Rockers,Walk Rastafari Way,01 Jan 1970 0:00
Cobe Obeah,,Hot Music,01 Jan 1970 0:00
Buju Banton,Inna Heights,Love Sponge,01 Jan 1970 0:00
Cymbals Eat Guitars,Why There are Mountains,Some Trees,01 Jan 1970 0:00
Sharon Van Etten,Because I Was in Love,Holding Out,01 Jan 1970 0:00
Kid Cudi,a KiD named CuDi,The Prayer,01 Jan 1970 0:00
Augustus Pablo,King Tubby Meets Rockers Uptown,Skanking Dub,01 Jan 1970 0:00
Sade,Soldier of Love,Morning Bird,01 Jan 1970 0:00
Let's Wrestle,In The Court Of The Wrestling Let's,My Schedule,01 Jan 1970 0:00
MF DOOM,Special Herbs 7 & 8,Safed Musli,01 Jan 1970 0:00
The Knux,Fuck You EP - Get Free Music at RCRD LBL.com,Fuck You,01 Jan 1970 0:00
Maxwell,black summer's night,Playing Possum,01 Jan 1970 0:00
Maxwell,black summer's night,Cold,01 Jan 1970 0:00
Royal City,Alone At The Microphone,Bad Luck,01 Jan 1970 0:00
Bajah + The Dry Eye Crew,Kings of Salone: The DJ Gravy Mixtape,Rapapumpum,01 Jan 1970 0:00
Barrington Levy,Too Experienced... The Best of Barrington Levy,Under Mi Sensi,01 Jan 1970 0:00
Scientist,Dub In The Roots Tradition,African Daughter Dub,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,Emergency,01 Jan 1970 0:00
Titus Andronicus,The Monitor,A More Perfect Union,01 Jan 1970 0:00
MF DOOM,Special Herbs 1 & 2,Saffron,01 Jan 1970 0:00
T.I.,A Year And A Day,All Night,01 Jan 1970 0:00
Mansions on the Moon,,She Makes Me Feel,01 Jan 1970 0:00
Les Savy Fav,Rome (Written Upside Down),Asleepers Union,01 Jan 1970 0:00
Oh No,Dr. No's Ethiopium,When Nah,01 Jan 1970 0:00
M83,Before the Dawn Heals Us,Fields Shorelines and Hunters,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,Alarmsss,01 Jan 1970 0:00
The Cinematic Orchestra,Ma Fleur,That Home feat Patrick Watson,01 Jan 1970 0:00
DJ /rupture,Uproot,Elders: Clouds,01 Jan 1970 0:00
Lily Allen,,The Fear (Richie Panic & UFO! Remix),01 Jan 1970 0:00
MeLo-X,MeLo-X Music Blitz,01 Houstatlantavegas (MeLo-X rmx) 1,01 Jan 1970 0:00
Radiohead,Kid A,How to Disappear Completely,01 Jan 1970 0:00
Buju Banton,The Best Of Buju Banton,Murderer,01 Jan 1970 0:00
Decompoze,Decomposition,Take A Stand (Instrumental),01 Jan 1970 0:00
Gnarls Barkley,St. Elsewhere,Just a Thought,01 Jan 1970 0:00
Surfer Blood,Astrocoast,Swim,01 Jan 1970 0:00
Wale,Back to the Feature,Rather Be With You (V****a Is for Lovers),01 Jan 1970 0:00
Kid Cudi,Stoner Charm,Embrace The Martian (Round Table Knights Remix),01 Jan 1970 0:00
Lil' Wayne,No Ceilings,Single,01 Jan 1970 0:00
Dirty Projectors,Bitte Orca,Stillness Is the Move,01 Jan 1970 0:00
Girls,Album,Morning Light,01 Jan 1970 0:00
Ellie Goulding,Starry Eyed,Starry Eyed (Jakwob Remix),01 Jan 1970 0:00
AFX,Digeridoo,Analogue Bubblebath 1,01 Jan 1970 0:00
Theo Martins,You Can't Do That on Television,The Monocle,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,Slow Down,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,Higher,01 Jan 1970 0:00
Kings of Leon,Aha Shake Heartbreak,Milk,01 Jan 1970 0:00
Neutral Milk Hotel,In the Aeroplane Over the Sea,Holland 1945,01 Jan 1970 0:00
Junk Culture,West Coast,West Coast,01 Jan 1970 0:00
Strong Arm Steady,In Search Of Stoney Jackson,Cheeba Cheeba,01 Jan 1970 0:00
Decompoze,Decomposition,Freakin Flo's (Instrumental),01 Jan 1970 0:00
OutKast,Aquemini,West Savannah,01 Jan 1970 0:00
The Mountain Goats,the Life of the World to Come,1 Samuel 15:23,01 Jan 1970 0:00
The Pains of Being Pure at Heart,Slumberland,Young Adult Friction,01 Jan 1970 0:00
U-N-I,A Love Supreme,The Grudge,01 Jan 1970 0:00
Yelawolf,Trunk Muzik,In This Club,01 Jan 1970 0:00
Finale,A Pipe Dream And A Promise,1-Issues Ft. Prince Whippa Whip (Of Cold Crush),01 Jan 1970 0:00
Yeah Yeah Yeahs,It's Blitz!,Heads Will Roll,01 Jan 1970 0:00
Pato Banton,Mad Professor Captures Pato Banton,Gwarn (Go On),01 Jan 1970 0:00
Amadou & Mariam,Sou Ni Tile,Dogons,01 Jan 1970 0:00
Elzhi,The Preface,Transitional Joint,01 Jan 1970 0:00
Red Hot Chili Peppers,Californication,Scartissue,01 Jan 1970 0:00
Bloc Party,A Weekend In the City,SRXT,01 Jan 1970 0:00
Geto Boys,We Can't Be Stopped,Mind's Playin' Tricks On Me,01 Jan 1970 0:00
Deerhunter,Microcastle,Agoraphobia,01 Jan 1970 0:00
Jon Brion,Eternal Sunshine of the Spotless Mind,Row,01 Jan 1970 0:00
Modest Mouse,The Lonesome Crowded West,Cowboy Dan,01 Jan 1970 0:00
Lil' Wayne,The Drought Is Over: Collector's Edition,Swag Surfin,01 Jan 1970 0:00
Augustus Pablo,King Tubby Meets Rockers Uptown,King Tubby Meets Rockers Uptown,01 Jan 1970 0:00
Fabolous,,All The Way Turnt Up feat.Trey Songz,01 Jan 1970 0:00
Flying Lotus,,Fall In Love,01 Jan 1970 0:00
David Guetta,One Love,Memories,01 Jan 1970 0:00
Blu & Exile,Below the Heavens,Greater Love,01 Jan 1970 0:00
The xx,xx,Islands,01 Jan 1970 0:00
Amadou & Mariam,Sou Ni Tile,Mouna,01 Jan 1970 0:00
DJ DangerMouse,Ghetto Pop Life,Yoo-Hoo,01 Jan 1970 0:00
Ab-Soul,Longterm 2,Pass the Blunt f. Schoolboy Q,01 Jan 1970 0:00
Me'Shell Ndegéocello,Devil's Halo,Hair Of The Dog,01 Jan 1970 0:00
Project Pat,Layin Da Smack Down,Shut Ya Mouth Bitch feat. DJ Paul Juicy J Crunchy Black & Frayser Boy,01 Jan 1970 0:00
Oh No,Dr. No's Ethiopium,The Pain,01 Jan 1970 0:00
Snoop Dogg,The Chronic (Re-Lit),Poor Young Dave,01 Jan 1970 0:00
José González,Veneer,Heartbeats,01 Jan 1970 0:00
Burning Spear,Living Dub Vol. 2,Marcus Dub (Follow Marcus Garvey),01 Jan 1970 0:00
Buju Banton,Inna Heights,Destiny,01 Jan 1970 0:00
Les Savy Fav,The Cat and the Cobra,Dishonest Don Pt. II,01 Jan 1970 0:00
Guido,punch drunk 12,Way U Make Me Feel,01 Jan 1970 0:00
Sleigh Bells,Treats,Treats,01 Jan 1970 0:00
The Books,The Lemon of Pink,Take Time,01 Jan 1970 0:00
Masta Ace,A Long Hot Summer,Beautiful,01 Jan 1970 0:00
Bun B,,Hood Love,01 Jan 1970 0:00
The xx,xx,Intro,01 Jan 1970 0:00
M83,Dead Cities Red Seas and Lost,Unrecorded,01 Jan 1970 0:00
Phantogram,Eyelid Movies,When I'm Small,01 Jan 1970 0:00
Miles Davis,The Best Of Miles Davis & Gil Evans,Blues for Pablo,01 Jan 1970 0:00
R.E.M.,Automatic for the People,Everybody Hurts,01 Jan 1970 0:00
Oh No,Dr. No's Ethiopium,Whoo Doo,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,All Over,01 Jan 1970 0:00
Exile,Radio,Mega Mix,01 Jan 1970 0:00
The xx,xx,VCR,01 Jan 1970 0:00
Gold Panda,Quitters Raga 7,Quitters Raga,01 Jan 1970 0:00
Gravediggaz,6 Feet Deep,1-800 Suicide,01 Jan 1970 0:00
Strong Arm Steady,In Search Of Stoney Jackson,Pressure feat. Sick Jacken & Mitchy Slick,01 Jan 1970 0:00
The Notorious B.I.G.,Ready to Die,Suicidal Thoughts,01 Jan 1970 0:00
Cyne,Water For Mars,One Day...,01 Jan 1970 0:00
SUNNI ALI BER,Food For Thought,Dreamer Alone,01 Jan 1970 0:00
Bonobo,Black Sands,We Could Forever,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,Mad Piano,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,Bouncers,01 Jan 1970 0:00
Isaac Hayes,The Very Best Of,The Look of Love,01 Jan 1970 0:00
Jay Electronica,,Hard To Get,01 Jan 1970 0:00
Cotti,,Sensi Dub,01 Jan 1970 0:00
Japandroids,Post Nothing,The Boys Are Leaving Town,01 Jan 1970 0:00
Strong Arm Steady,In Search Of Stoney Jackson,Questions feat. Planet Asia & Fashawn,01 Jan 1970 0:00
Ayah,4:15,4:15 AM,01 Jan 1970 0:00
Lee Scratch Perry,The Upsetters - Return of the Super Ape,Return of the Super Ape,01 Jan 1970 0:00
Lushlife,Exclusive,Feel It All Around [Lushlife Version],01 Jan 1970 0:00
The Field,From Here We Go To Sublime,The Little Heart Beats So Fast,01 Jan 1970 0:00
Capone-N-Noreaga,The War Report,Capone Bone,01 Jan 1970 0:00
Exile,Radio,San Pedro Cactus,01 Jan 1970 0:00
Damian Marley,Welcome to Jamrock,Khaki Suit Ft Bounty Killer,01 Jan 1970 0:00
Phantogram,Eyelid Movies,10000 Claps,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,Cassette,01 Jan 1970 0:00
Radiohead,Kid A,Everything in Its Right Place,01 Jan 1970 0:00
Consequence,Movies On Demand,Sounds G.O.O.D. 2 Me,01 Jan 1970 0:00
Trumpdisco,,lotr,01 Jan 1970 0:00
Strong Arm Steady,In Search Of Stoney Jackson,Interlude One,01 Jan 1970 0:00
Tyga,Outraged & Underage,La La La Boom,01 Jan 1970 0:00
Flying Lotus,Weezy,Robo Tussin INST,01 Jan 1970 0:00
Les Savy Fav,The Cat and the Cobra,The Orchard,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,No Guest List,01 Jan 1970 0:00
Memory Tapes,Seek Magic,Swimming Field,01 Jan 1970 0:00
Sleigh Bells,Treats,Rill Rill,01 Jan 1970 0:00
Nine Inch Nails,The Downward Spiral,Hurt,01 Jan 1970 0:00
Black Uhuru,Sinsemilla,Sinsemilla,01 Jan 1970 0:00
AFX,Analord,VBS.Redlof.B,01 Jan 1970 0:00
AFX,Joyrex,R2-D2,01 Jan 1970 0:00
Strong Arm Steady,In Search Of Stoney Jackson,Get Started feat. Talib Kweli,01 Jan 1970 0:00
Los Campesinos!,We Are Beautiful We Are Doomed,It's Never That Easy Though Is It? (Song For The Other Kurt),01 Jan 1970 0:00
Mos Def,The Ecstatic,Quiet Dog Bite Hard,01 Jan 1970 0:00
Kid Cudi,a KiD named CuDi,Heaven at Nite,01 Jan 1970 0:00
The Pains of Being Pure at Heart,Higher Than The Stars EP,Higher Than The Stars,01 Jan 1970 0:00
Gucci Mane,The State vs. Radric Davis,Lemonade,01 Jan 1970 0:00
AFX,Analord,PWSteal.Ldpinch.D,01 Jan 1970 0:00
Madlib,Beat Konducta Vol. 5: Dil Cosby Suite,Do You Know? (Transition),01 Jan 1970 0:00
Prince Paul,A Prince Among Thieves,Pain,01 Jan 1970 0:00
The Mae Shi,HLLLYH,I Get (Almost) Everything I Want,01 Jan 1970 0:00
Wavves,Wavvves,So Bored,01 Jan 1970 0:00
Mayer Hawthorne,A Strange Arrangement,Shiny & New,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,Gladius,01 Jan 1970 0:00
Radiohead,In Rainbows,Bodysnatchers,01 Jan 1970 0:00
Jay Reatard,Watch Me Fall,It Ain't Gonna Save Me,01 Jan 1970 0:00
Atmosphere,Overcast!,God's Bathroom Floor,01 Jan 1970 0:00
Strong Arm Steady,In Search Of Stoney Jackson,New Love Feat. Chace Infinite & Tri-State,01 Jan 1970 0:00
Now On,Tomorrow Already,The a (feat. Buff1),01 Jan 1970 0:00
Jay Electronica,,Katrina The Levees Broke,01 Jan 1970 0:00
Viktor Vaughn,Vaudeville Villain,Let Me Watch,01 Jan 1970 0:00
Deerhunter,Microcastle,Never Stops,01 Jan 1970 0:00
Blue Sky Black Death,Slow Burning Lights,Secrets,01 Jan 1970 0:00
Jay Electronica,,My World (Nas Salute),01 Jan 1970 0:00
Phoenix,Wolfgang Amadeus Phoenix,1901,01 Jan 1970 0:00
St. Vincent,Actor,The Party,01 Jan 1970 0:00
Cotti,,Port maria,01 Jan 1970 0:00
AFX,Analord,Steppingfilter 101,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,Fast Gamble,01 Jan 1970 0:00
Yelawolf,Trunk Muzik,I Wish feat. Raekwon,01 Jan 1970 0:00
Kidkanevil,Basho Basho,The Floating World,01 Jan 1970 0:00
Lupe Fiasco,Enemy of the State: A Love Story,Turnt Up,01 Jan 1970 0:00
Oh No,Dr. No's Ethiopium,Scary,01 Jan 1970 0:00
Interpol,Turn on the Bright Lights,[Untitled],01 Jan 1970 0:00
Aphex Twin,Drukqs,Avril 14th,01 Jan 1970 0:00
jj,jj n° 2,My Love,01 Jan 1970 0:00
Paper Route Gangstaz,Fear and Loathing in Hunts Vegas,Rollin' (2-Diplo Remix),01 Jan 1970 0:00
Oh No,Dr. No's Ethiopium,Fuego Tribe,01 Jan 1970 0:00
Diamond District,In the Ruff,Who I Be [Explicit],01 Jan 1970 0:00
Kidkanevil,Back of Man I'm A Scientist,Tokyorkshire,01 Jan 1970 0:00
Girls,Album,Laura,01 Jan 1970 0:00
Strong Arm Steady,In Search Of Stoney Jackson,Smile,01 Jan 1970 0:00
M83,Before the Dawn Heals Us,Safe,01 Jan 1970 0:00
The xx,xx,Heart Skipped a Beat,01 Jan 1970 0:00
De La Soul,AOI: Mosaic Thump,With Me,01 Jan 1970 0:00
Donny Hathaway,A Donny Hathaway Collection,Giving Up,01 Jan 1970 0:00
Theophilus London,Green Label Sound,Cold Pillow,01 Jan 1970 0:00
Empire of the Sun,Walking on a Dream,Walking on a Dream,01 Jan 1970 0:00
Oh No,Dr. No's Ethiopium,Xcalibur,01 Jan 1970 0:00
Bon Iver,Blood Bank EP,Blood Bank (Skinny Friedman DJ edit),01 Jan 1970 0:00
Delorean,Ayrton Senna,Seasun,01 Jan 1970 0:00
Volcano Choir,Unmap,Island IS,01 Jan 1970 0:00
Wale,Attention Deficit,Diary Ft. Marsha Ambrosius (Produced By The Sleepwalkers),01 Jan 1970 0:00
Bag Raiders,OHH! CRAPP,Shooting Stars (ft. Rhys of 'Ted & Francis'),01 Jan 1970 0:00
Wale,Attention Deficit,Contemplate (Produced By Syience),01 Jan 1970 0:00
Arcade Fire,Funeral,Rebellion (Lies),01 Jan 1970 0:00
Sigur Rós,ágætis byrjun,Ny Batteri,01 Jan 1970 0:00
Madlib,Beat Konducta Vol. 5: Dil Cosby Suite,Two For Pay Jay (No Dough No Show),01 Jan 1970 0:00
Jay Electronica,Act 1: The Eternal Sunshine (T,Eternal Sunshine,01 Jan 1970 0:00
Spank Rock,YoYoYoYoYo,Screwville USA,01 Jan 1970 0:00
Trey Songz,,Til The Day I Die,01 Jan 1970 0:00
The Congos,Heart Of The Congos,Congoman Chant,01 Jan 1970 0:00
Smith Westerns,Smith Westerns,Be My Girl,01 Jan 1970 0:00
The Dodos,Visiter,Red and Purple,01 Jan 1970 0:00
Augustus Pablo,East of the River Nile,Memories of the Ghetto Dub,01 Jan 1970 0:00
Shinichi Osawa,The One,Star Guitar [Vocals by Au Revoir Simone],01 Jan 1970 0:00
Diz Gibran,Soon You'll Understand,Truly Yours Ft. BJ The Chicago Kid,01 Jan 1970 0:00
Kid Cudi,Dat Kid From Cleveland,Can I Be,01 Jan 1970 0:00
The Notorious B.I.G.,Ready to Die,Me & My B*tch,01 Jan 1970 0:00
Prefuse 73,Everything She Touched Turned Ampexian,natures uplifting revenge,01 Jan 1970 0:00
Buju Banton,Inna Heights,Give I Strength,01 Jan 1970 0:00
Scarface,M.A.D.E.,Sucide Note (Explicit Album Version),01 Jan 1970 0:00
Beach House,Devotion,Gila,01 Jan 1970 0:00
Kidz in the Hall,Land of Make Believe,Fresh Academy (feat. Chip The Ripper & Donnis),01 Jan 1970 0:00
Oasis,(What's the Story) Morning Glory?,Champagne Supernova,01 Jan 1970 0:00
Brightblack Morning Light,Brightblack Morning Light,Everybody Daylight,01 Jan 1970 0:00
Kid Cudi,Man on the Moon: The End of Day,Hyyerr (Ft. Chip Tha Ripper),01 Jan 1970 0:00
Pato Banton,Mad Professor Captures Pato Banton,Nuff King of Dread,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,Banger,01 Jan 1970 0:00
Air,The Virgin Suicides,Playground Love,01 Jan 1970 0:00
Guilty Simpson,Ghettodes,Killer (Oh No Remix),01 Jan 1970 0:00
Oh No,Dr. No's Ethiopium,Carnival,01 Jan 1970 0:00
Paper Route Gangstaz,Fear and Loathing in Hunts Vegas,Don't Go (Diplo Remix),01 Jan 1970 0:00
LCD Soundsystem,Sound Of Silver,New York I Love You,01 Jan 1970 0:00
Bounty Killer,My Xperience,Revolution Pt. 3,01 Jan 1970 0:00
Beck,Sea Change,Lonesome Tears,01 Jan 1970 0:00
Atlas Sound,Logos,Kid Klimax,01 Jan 1970 0:00
The Antlers,Hospice,Sylvia,01 Jan 1970 0:00
Major Lazer,Guns Don't Kill People...Lazers Do,baby (edit),01 Jan 1970 0:00
Jadakiss,,Whos Real (Remix)(Feat. Swizz Beatz Eve Drag-On Styles P Sheek Louch & DMX)(Dirty),01 Jan 1970 0:00
Mansions on the Moon,,Love Is Going To Destroy Me,01 Jan 1970 0:00
buff1,Pure,For U,01 Jan 1970 0:00
DJ Quik & Kurupt,BlaQKout,9x's Outta 10,01 Jan 1970 0:00
Lily Allen,It's Not Me It's You,The Fear,01 Jan 1970 0:00
Fang Island,Fang Island,Daisy,01 Jan 1970 0:00
Babbletron,Mechanical Royalty,The Clock Song,01 Jan 1970 0:00
Burial,Untrue,Ghost Hardware,01 Jan 1970 0:00
Fabolous,Loso's Way,There He Go (featuring Paul Cain Red Cafe And Freck Billionaire),01 Jan 1970 0:00
Wale,Attention Deficit,Triumph (Produced By David Andrew Sitek),01 Jan 1970 0:00
Bob Dylan,Bringing It All Back Home,It's All Over Now Baby Blue,01 Jan 1970 0:00
AFX,Rare & Unreleased,Outside kick ass violin solo,01 Jan 1970 0:00
Slaughterhouse,,Woodstock (feat. M.O.P.),01 Jan 1970 0:00
Busy P,,Colette C'est Chouette,01 Jan 1970 0:00
Lil' Wayne,Tha Carter III,Phone Home,01 Jan 1970 0:00
Blu,NoSleepForADay,DoIt,01 Jan 1970 0:00
Peter Bjorn and John,Writer's Block,Young Folks,01 Jan 1970 0:00
The Roots,Illadelph Halflife,The Hypnotic,01 Jan 1970 0:00
Future Trends,,Eyes From Heaven,01 Jan 1970 0:00
Kings of Leon,Only by the Night,Use Somebody,01 Jan 1970 0:00
The Knife,Silent Shout,Silent Shout,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,Land Mine,01 Jan 1970 0:00
David Banner,Mississippi: The Album,Cadillac On 22's (clean),01 Jan 1970 0:00
Yukijobo,,Orchid Queen,01 Jan 1970 0:00
Sole,Bottle of Humans,Suicide Song,01 Jan 1970 0:00
Bob Dylan,Highway 61 Revisited; 3; Aban,Like A Rolling Stone;;;With Th,01 Jan 1970 0:00
Wale,Back to the Feature,Um Ricka F. K'naan (Prod Mark Ronson),01 Jan 1970 0:00
M83,Dead Cities Red Seas and Lost,Be Wild,01 Jan 1970 0:00
Madlib,Beat Konducta Vol. 5: Dil Cosby Suite,The String (Heavy Jones),01 Jan 1970 0:00
Amadou & Mariam,Sou Ni Tile,Pauvre Type,01 Jan 1970 0:00
Oh No,Dr. No's Ethiopium,Pussy,01 Jan 1970 0:00
Kid Cudi,Man on the Moon: The End of Day,Pusuit of Happiness (Ft. MGMT & Ratatat),01 Jan 1970 0:00
AFX,Come to Daddy,Flim,01 Jan 1970 0:00
Blu,theGodleeBarns(lp),theInnocent 1,01 Jan 1970 0:00
Ohmega Watts,The Find,Mind Power,01 Jan 1970 0:00
Yelawolf,Trunk Muzik,Mixin Up the Medicine Remix feat. Juelz Santana,01 Jan 1970 0:00
Skream,Skreamizm Volume 1,Traitor,01 Jan 1970 0:00
The Smashing Pumpkins,,Today,01 Jan 1970 0:00
Wale,,Rain Sleet Snow (Unreleased),01 Jan 1970 0:00
AFX,On,On (reload mix),01 Jan 1970 0:00
Cass McCombs,Catacombs,You Saved My Life,01 Jan 1970 0:00
Los Campesinos!,Romance is Boring,Straight In At 101,01 Jan 1970 0:00
Discovery,LP,Orange Shirt,01 Jan 1970 0:00
Nelly Furtado,Loose,Showtime,01 Jan 1970 0:00
Mr. Chop,For Pete's Sake,Straighten It Out,01 Jan 1970 0:00
The Avalanches,Since I Left You,Two Hearts in 3/4 Time,01 Jan 1970 0:00
Aphex Twin,Richard D. James Album,To Cure a Weakling Child,01 Jan 1970 0:00
Los Campesinos!,Hold On Now Youngster...,You! Me! Dancing!,01 Jan 1970 0:00
Curren$y,This Aint No Mixtape,The Jets Son Ft Deelow & Jean,01 Jan 1970 0:00
Madvillain,Madvillainy,Curls,01 Jan 1970 0:00
Big Sean,Finally Famous,Made f. Drake,01 Jan 1970 0:00
Madlib,Beat Konducta Vol. 5: Dil Cosby Suite,Get Dollaz (24-7),01 Jan 1970 0:00
Pixies,Doolittle,I Bleed,01 Jan 1970 0:00
Juggaknots,Re:Release,Sex Type Thang,01 Jan 1970 0:00
Bonobo,Black Sands,All in Forms,01 Jan 1970 0:00
The xx,xx,Basic Space,01 Jan 1970 0:00
M83,Before the Dawn Heals Us,Don't Save Us From the Flames,01 Jan 1970 0:00
Los Campesinos!,Romance is Boring,We've Got Your Back (Documented Minor Emotional Breakdown #2),01 Jan 1970 0:00
Kid Cudi,Man on the Moon: The End of Day,Simple As...,01 Jan 1970 0:00
Raekwon,Only Built 4 Cuban Linx II,Penitentiary Ft Ghostface,01 Jan 1970 0:00
Third Eye Blind,Third Eye Blind,Jumper,01 Jan 1970 0:00
Oh No,Dr. No's Oxperiment,Heavy,01 Jan 1970 0:00
Strong Arm Steady,In Search Of Stoney Jackson,Chants,01 Jan 1970 0:00
Strong Arm Steady,In Search Of Stoney Jackson,True Champs feat. Montage One Evidence Oh No Roc C,01 Jan 1970 0:00
Paper Route Gangstaz,Fear and Loathing in Hunts Vegas,Wood Grain (Mr. Marcellus A.C. Burna N.Y. Nicky Prime Time Pluck & Money Addict),01 Jan 1970 0:00
My Morning Jacket,Z,Wordless Chorus,01 Jan 1970 0:00
AFX,Hangable Auto Bulb,Laughable Butane Bob,01 Jan 1970 0:00
Clap Your Hands Say Yeah,Clap Your Hands Say Yeah,The Skin of My Yellow Country Teeth,01 Jan 1970 0:00
Holly Miranda,The Magicians Private Library,Waves,01 Jan 1970 0:00
Bob Dylan,The Freewheelin',Blowin' in the wind; Falling F,01 Jan 1970 0:00
Wu-Tang Clan,Wu Massacre,Youngtown Heist,01 Jan 1970 0:00
Ghostface Killah,Fishscale,Beauty Jackson,01 Jan 1970 0:00
Dudley Perkins,A Lil' Light,Flowers [Explicit],01 Jan 1970 0:00
M83,Saturdays = Youth,You Appearing,01 Jan 1970 0:00
Guilty Simpson,Ghettodes,Y'all Scared (Oh No Remix),01 Jan 1970 0:00
The Pharcyde,Labcabincalifornia,She Said,01 Jan 1970 0:00
Bob Dylan,Another Side of Bob Dylan,My Back Pages,01 Jan 1970 0:00
Akon,Viking Remix,So Damn Beautiful (VIKING Remix),01 Jan 1970 0:00
Erykah Badu,Mama's Gun,Didn't Cha Know,01 Jan 1970 0:00
A Sunny Day In Glasgow,Ashes Grammar,Close chorus,01 Jan 1970 0:00
Band of Horses,Cease to Begin,No One's Gonna Love You,01 Jan 1970 0:00
TiRon,Ketchup,So Called Twenties,01 Jan 1970 0:00
Jay Electronica,Scratches & Demo Tape Vol. 1,Hagler Demo,01 Jan 1970 0:00
Damon Albarn,Mali Music,Spoons,01 Jan 1970 0:00
Elliott Smith,Elliott Smith,Needle in the Hay,01 Jan 1970 0:00
Bob Dylan,Blonde On Blonde;;     Aban,Sad Eyed Lady Of The Lowlands,01 Jan 1970 0:00
Cut Chemist,The Audience's Listening,Spat,01 Jan 1970 0:00
Strong Arm Steady,In Search Of Stoney Jackson,Needle In The Haystack feat. Roscoe & Guilty Simpson,01 Jan 1970 0:00
Amadou & Mariam,Sou Ni Tile,Dounia,01 Jan 1970 0:00
Wale,Attention Deficit,Mama Told Me (Produced by Best Kept Secret),01 Jan 1970 0:00
Kid Cudi,Man on the Moon: The End of Day,Solo Dolo,01 Jan 1970 0:00
Drake,So Far Gone,November 18th,01 Jan 1970 0:00
MGMT,Oracular Spectacular,Time to Pretend,01 Jan 1970 0:00
Madlib,Beat Konducta Vol. 5: Dil Cosby Suite,Infinity Sound (Never Ending),01 Jan 1970 0:00
The Books,Thought for Food,Read Eat Sleep,01 Jan 1970 0:00
Aphex Twin,Richard D. James Album,4,01 Jan 1970 0:00
Aphex Twin,Richard D. James Album,Goon Gumpas,01 Jan 1970 0:00
Lil' Wayne,The Carter Iii Mixtape,La la,01 Jan 1970 0:00
Oh No,Dr. No's Ethiopium,Louder,01 Jan 1970 0:00
Laws,Your Future Favorite Rapper,4. R.A.P.P.E.R.,01 Jan 1970 0:00
Oh No,Dr. No's Ethiopium,Design,01 Jan 1970 0:00
